job_id,posted_date,company,job_title,location,employment_type,experience_level,salary_min_lpa,salary_max_lpa,job_description,redirect_url,category,source,source_query,source_location,true_role_label
ADZUNA_5737583037,2026-05-22T17:53:26Z,Technozis,Senior Data Scientist,"Bangalore, Karnataka, India",contract,,,,"Senior Data Scientist – GenAI / Healthcare Analytics Location: Bangalore Work Model: Hybrid / Remote Experience: 7 Years Budget: Up to ₹35 LPA Employment Type: Contract-to-Hire (C2H) Notice Period: Immediate to 30 Days Technozis is hiring for an exciting opportunity with one of our premium clients in the healthcare analytics space. We are looking for a highly experienced Senior Data Scientist with strong expertise in Generative AI, NLP, Machine Learning, and Healthcare / Health Insurance Analyt…",https://www.adzuna.in/land/ad/5737583037?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=DA99EBE839BD746E427E339B8ECF5A7593193B64,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737583029,2026-05-22T17:53:26Z,Pearson,Artificial Intelligence Engineer,India,Unknown,,,,"Job Summary We are looking for a highly skilled and experienced AI Engineer with strong expertise in Machine Learning, Generative AI, MLOps, and CI/CD automation using Jenkins. The ideal candidate will be responsible for designing, developing, deploying, and maintaining scalable AI/ML solutions while implementing robust automation pipelines for model training, testing, deployment, and monitoring. This role requires close collaboration with Data Scientists, DevOps Engineers, Software Developers,…",https://www.adzuna.in/land/ad/5737583029?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=8016023D66BD9C43E3E8DF74DE16DE14DCAACE01,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737583021,2026-05-22T17:53:26Z,Akkodis,Data Scientist,"Bangalore, Karnataka, India",Unknown,,,,Experience: 3-5 years Location: Bangalore Start Timeline: Immediate Key Responsibilities Lead data science initiatives and mentor junior team members Design and implement ML solutions using Python and Azure Drive analytics and model deployment strategies Collaborate with stakeholders for business insights Must Have Skills Strong expertise in Python Hands-on experience in Machine Learning & Data Science Experience working on Azure platform Leadership / team handling experience Good to Have Expos…,https://www.adzuna.in/land/ad/5737583021?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=27BE55552E8D1BFFD1254D6D5A7F9780516131F6,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737582752,2026-05-22T17:53:25Z,DAZN India,Sr Data Scientist,"Hyderabad, Telangana, India",Unknown,,,,"Is your next career move to work in a team which uses data, reporting and analytical skills to help answer business questions to make DAZN a data-driven company? DAZN is a tech-first sport streaming platform that reaches millions of users every week. We are challenging a traditional industry and giving power back to the fans. Our new Hyderabad tech hub will be the engine that drives us forward to the future. We’re pushing boundaries and doing things no-one has done before. Here, you have the op…",https://www.adzuna.in/land/ad/5737582752?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=C1F1FBCB6D7ABD9E1304457D6C2CBD86FF515817,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737582647,2026-05-22T17:53:23Z,Giggso,Head of Machine Learning,"Chennai, Tamil Nadu, India",full_time,,,,"Company Description Giggso, founded in 2017 in Michigan, is dedicated to assisting enterprises with digital transformation. As a certified Minority Business Enterprise (MBE), we provide unique perspectives to solve complex challenges. We specialize in advancing Fortune 500 companies from ""AI pilots"" to ""AI profit centers"" by focusing on the intersection of Governance, Risk, Compliance (GRC), and Engineering. Our mission is to transform AI governance from a barrier into a competitive edge. Learn…",https://www.adzuna.in/land/ad/5737582647?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=A81D072B73B77DBEE98FFAA342D9260FADF715CE,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737582533,2026-05-22T17:53:23Z,Kamakhya Analytics Private Limited,Manager - Survey Operations,"Noida, Ghaziabad, Uttar Pradesh",full_time,,,,"Team : Operations Location : Delhi / NCR or Bangalore Employment Type : Full-time About Kamakhya Analytics Kamakhya Analytics is a technology-driven research and consulting organisation helping leaders, parties, and institutions decode India’s political and policy landscape.We bring together survey science, data analytics, and strategic insight to answer complex questions about public opinion, governance, and performance. From ground-level fieldwork to advanced modelling and interpretation, eve…",https://www.adzuna.in/land/ad/5737582533?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=03B62D22AA19AB40368FBBD7DEFB8C5D6EC082EC,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737582576,2026-05-22T17:53:23Z,Nykaa,Staff ML Scientist - Recommendation,"Bangalore, Karnataka, India",Unknown,,,,"Role Description: Staff Machine Learning Scientist ( Location: Bangalore ) About the Team: Nykaa’s Recommendation & Personalization Data Science team is responsible for building and optimizing personalized user experiences across the entire customer journey—from Homepage to Product Listing Pages (PLP), Product Display Pages (PDP), and Cart. The team drives personalization across all Nykaa businesses, including Beauty, Fashion, and Nykaa Man, leveraging data science and machine learning to enhan…",https://www.adzuna.in/land/ad/5737582576?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=5EC754AF2B7D00C28DFB846EFAA22F8877360A7D,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737581752,2026-05-22T17:53:17Z,Brillio,Data Scientist,"Bangalore, Karnataka, India",Unknown,,,,"About Brillio: Brillio is one of the fastest growing digital technology service providers and a partner of choice for many Fortune 1000 companies seeking to turn disruption into a competitive advantage through innovative digital adoption. Brillio, renowned for its world-class professionals, referred to as ""Brillians"", distinguishes itself through their capacity to seamlessly integrate cutting-edge digital and design thinking skills with an unwavering dedication to client satisfaction. Brillio t…",https://www.adzuna.in/land/ad/5737581752?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=588577687A44D5EFF57644AB00DE439E6C03CB19,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737581726,2026-05-22T17:53:16Z,Kline + Company,"Data Scientist (Hyderabad, India)","Hyderabad, Telangana, India",Unknown,,,,"Here at Kline our amazing Innovation team has grown rapidly from a small three person set up to a thriving, twelve strong multi-functional team in the space of just three years. We are now looking for top talent to take our capabilities in developing digitized, data-oriented products to the next level. So, if you are a keen Data Scientist, have a curious mindset and are interested in working in the Personal Care, Energy and Chemicals market research space then please reach out. What does life i…",https://www.adzuna.in/land/ad/5737581726?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=50BC43D70F691EA9F8CEEBDF129E5BFB434FEB70,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737581694,2026-05-22T17:53:16Z,Trinka.ai,Customer Success Specialist,"Goregaon, Gondia, Maharashtra",Unknown,,,,"About Trinka AI Trinka AI ( www.trinka.ai ) is an AI-powered writing assistant designed for academic and technical writing. Built by experts in language and AI, Trinka goes beyond basic grammar checks to improve clarity, tone, and word choice. It corrects complex errors, follows academic style guides, and provides intelligent writing suggestions in real time. Trinka offers tools such as AI-assisted writing, a Paraphraser, AI Studio, Consistency Checks, Technical Checks, Language Quality Checks,…",https://www.adzuna.in/land/ad/5737581694?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=F377A5235CB627BCE00F8F2330BA08D98A5062EC,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737578850,2026-05-22T17:52:46Z,Sanius Health,Freelance Graphic and Website Designer (Contract),India,contract,,,,"About Sanius Health Sanius Health is a leading real world evidence and patient generated data platform operating across healthcare and life sciences, with a focus on rare and underserved conditions. The company operates across clinical delivery, research infrastructure and advanced healthcare technology, supporting hospitals, clinicians, researchers and life sciences organisations through integrated data platforms and disease registries. Sanius Health is expanding rapidly and requires a highly …",https://www.adzuna.in/land/ad/5737578850?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=C1117F419152CDBD3ADB481C1385935C118DB3CA,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737578517,2026-05-22T17:52:42Z,Nexusnow.ai,Agentic AI Architect,"Noida, Ghaziabad, Uttar Pradesh",full_time,,,,"Job Title: Senior AI Architect (Agentic AI) Location: Noida Experience: 7 to 15 Years Employment Type: Full-Time Joining: Immediate Joiners Preferred Role Overview We are looking for a highly experienced Senior AI Architect with strong hands-on expertise in Agentic AI to lead the design and implementation of next-generation AI systems. The ideal candidate will have deep experience in building autonomous, goal-driven AI agents and architecting scalable AI platforms across enterprise environments…",https://www.adzuna.in/land/ad/5737578517?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=AA2E5C0637F91836C542E90A9875C3AE5E0A873C,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737578493,2026-05-22T17:52:42Z,LTM,Data Science Specialist,India,Unknown,,,,"Strong in Python Traditional Machine Learning Understanding on Basic Statistic Production Grade experience in GEN AI projects Understanding of Evaluation frameworks RAGAS , DeepEval , LLM adjudge for GEN AI systems using Benchmark Data set and ground truth based evaluation Familiar with Docker and Kubernates ,FastAPI CICD Pipeline Exposure to LLM Monitoring and observability tool.",https://www.adzuna.in/land/ad/5737578493?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=698C3BA3DB06C99039C663DFCF38BF68E68DA826,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737576961,2026-05-22T17:52:23Z,vueverse.,Bioinformatics Engineer,India,Unknown,,,,"Bioinformatics Engineer – Immune Repertoire & Transcriptomics Job Summary We are seeking experienced Bioinformatics Engineers with strong expertise in Immune Repertoire and Transcriptomics data processing to build and deploy scalable cloud-native bioinformatics workflows. The role involves developing production-grade pipelines for TCR/BCR sequencing, single-cell RNA-seq, and Bulk RNA-seq datasets, along with downstream analytics and multi-omics integration. Key Responsibilities Design, develop,…",https://www.adzuna.in/land/ad/5737576961?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=B1C3FF489DA5E028EE8E67C63F21F600249D33D5,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737576917,2026-05-22T17:52:22Z,Inspire,Senior Data Analytics Analyst [T500-26061],"Hyderabad, Telangana, India",Unknown,,,,"About Inspire Brands: Inspire Brands is disrupting the restaurant industry through digital transformation and operational efficiencies. The company’s technology hub, Inspire Brands Hyderabad Support Center, India, will lead technology innovation and product development for the organization and its portfolio of distinct brands. The Inspire Brands Hyderabad Support Center will focus on developing new capabilities in data science, data analytics, eCommerce, automation, cloud computing, and informa…",https://www.adzuna.in/land/ad/5737576917?se=FDImowtW8RGvjPD20Sc1wQ&utm_medium=api&utm_source=f82dfe0b&v=AD0FAB8377FF8F41C6DB9C5426D556D159B00138,IT Jobs,adzuna_api,data scientist,India,
ADZUNA_5737585847,2026-05-22T17:53:48Z,HCLTech,Data Engineer,"Noida, Ghaziabad, Uttar Pradesh",Unknown,,,,"Job Title Technical Lead – Microsoft Fabric Data Engineering Location Noida, India Overview of the Role As a Technical Lead – Microsoft Fabric Data Engineering, you will spearhead the design and implementation of advanced data solutions that harness the capabilities of Microsoft Fabric. Your expertise will drive robust, scalable, and high-quality data pipelines, enabling actionable business intelligence and supporting HCLTech’s strategic transformation initiatives. You will play a critical role…",https://www.adzuna.in/land/ad/5737585847?se=EI6kpAtW8RGWQvEe2bTbLw&utm_medium=api&utm_source=f82dfe0b&v=8F03F3BB0AD7FDA963A1A0E39B0F631EE1505D11,IT Jobs,adzuna_api,data analyst,India,
ADZUNA_5737582695,2026-05-22T17:53:24Z,LTIMindtree,SQL Data Analyst,India,Unknown,,,,"Role: SQL Data Analyst Experience: 8 – 12 Years Location: Pune, Mumbai, Bangalore, Chennai, Kolkata, Noida, Hyderabad Job Description: Strong expertise in SQL Data Analysis and complex query writing Hands-on experience in Data Modelling concepts including conceptual, logical, and physical data models Experience in MS CRM Data Modelling and CRM data architecture Strong understanding of relational databases, data structures, and normalization techniques Experience in data extraction, transformati…",https://www.adzuna.in/land/ad/5737582695?se=EI6kpAtW8RGWQvEe2bTbLw&utm_medium=api&utm_source=f82dfe0b&v=1C30E88FD63177A2326E152E94C5557D32D8B28B,IT Jobs,adzuna_api,data analyst,India,
ADZUNA_5737581680,2026-05-22T17:53:16Z,Healimpilo,Senior Data Engineer,"Bangalore, Karnataka, India",full_time,,,,"About the Role We are looking for a highly skilled Senior Data Engineer / BI Engineer with strong expertise in Snowflake data warehousing, Tableau analytics, and relational databases. The ideal candidate will be responsible for building robust data pipelines, designing analytical data models, and delivering high-quality dashboards and insights. Prior experience in the US healthcare domain is strongly preferred. Role Description This is a full-time remote role for a Senior Data Engineer. The Sen…",https://www.adzuna.in/land/ad/5737581680?se=EI6kpAtW8RGWQvEe2bTbLw&utm_medium=api&utm_source=f82dfe0b&v=B885C5E788D4887860E512027B4F0118A650CEC0,IT Jobs,adzuna_api,data analyst,India,
ADZUNA_5737579050,2026-05-22T17:52:48Z,Allied Globetech,AB Initio Developer,"Mumbai, Maharashtra, India",Unknown,,,,"Position: AB Initio Developer Experience: 3–5 Years Location: Mumbai Job Summary We are looking for a AB Initio Developer with 3–5 years of hands-on experience in developing, testing, and supporting ETL solutions using the AB Initio suite. The candidate should be comfortable owning ETL module development independently, working with large-scale data in enterprise environments, and collaborating with data architects and business analysts. Prior exposure to the BFSI/Banking domain will be an advan…",https://www.adzuna.in/land/ad/5737579050?se=EI6kpAtW8RGWQvEe2bTbLw&utm_medium=api&utm_source=f82dfe0b&v=7D88780D0870625D459537C2204B48A2C0A5C176,IT Jobs,adzuna_api,data analyst,India,
ADZUNA_5737576320,2026-05-22T17:52:17Z,ValueMomentum,Data Analyst /Policy Migration Tool (PMT) Analyst. Guide wire Implementation/Claim center,"Hyderabad, Telangana, India",Unknown,,,,"Value momentum is Hiring Data Analyst with SQL and Policy Migration Tool (PMT), Guide wire Implementation/Claim center Role: Data Analyst with SQL and Policy Migration Tool (PMT), Guide wire Implementation/Claim center Locations: Hyderabad/ Bangalore/Pune/Coimbatore Mode of Work: Work from Office. Responsibilities: · Interpret data, analyze results using statistical techniques, and provide ongoing reports. · Develop and implement databases, data collection systems, data analytics, and other str…",https://www.adzuna.in/land/ad/5737576320?se=EI6kpAtW8RGWQvEe2bTbLw&utm_medium=api&utm_source=f82dfe0b&v=565C7A398C38B1E131BCBF208478BD7F10AABCBE,IT Jobs,adzuna_api,data analyst,India,
ADZUNA_5737568347,2026-05-22T17:50:25Z,CUS Tech,Data Analyst,India,full_time,,,,"Job Title: Data Analyst Location: Remote – India Job Type: Full-Time About the Role We are looking for a detail-oriented and analytical Data Analyst to join our team. This is a great opportunity for someone who enjoys working with data, identifying trends, and helping businesses make informed decisions. In this role, you will collect, analyze, and interpret data to support business goals and provide meaningful insights. You will work closely with different teams to understand business needs and…",https://www.adzuna.in/land/ad/5737568347?se=EI6kpAtW8RGWQvEe2bTbLw&utm_medium=api&utm_source=f82dfe0b&v=8CC898863E39DE7B3556B675D40665D04FC21EA3,IT Jobs,adzuna_api,data analyst,India,
ADZUNA_5737567345,2026-05-22T17:50:11Z,Teamware Solutions,Snowflake Data Engineer with Cortex AI & Snowpark,"Bangalore, Karnataka, India",Unknown,,,,"About the Company Greetings from Teamware Solutions a division of Quantum Leap Consulting Pvt. Ltd Teamware Solutions (a division of Quantum Leap Consulting Pvt. Ltd.) is a 20 year industry leader providing IT staffing and consulting services, supporting 4000 professionals across India, the USA, the Middle East, and APAC for leading GCC clients. About the Role We are hiring a Snowflake Data Engineer with Cortex AI & Snowpark Locations: Bangalore, Pune Work Model: Hybrid Experience: 4 years Noti…",https://www.adzuna.in/land/ad/5737567345?se=EI6kpAtW8RGWQvEe2bTbLw&utm_medium=api&utm_source=f82dfe0b&v=2A1C2A293B2061C73B6A9EEDA976B653879F677B,IT Jobs,adzuna_api,data analyst,India,
ADZUNA_5737566606,2026-05-22T17:50:00Z,Unicorn Workforce,Senior SQL Developer | Experience: 7–9 Years Work | Location: Mysuru – Hybrid,"Mysore, Karnataka, India",Unknown,,,,"Job Description – Senior SQL Developer Experience: 7–9 Years Work Location: Mysuru – Hybrid Job Summary We are seeking an experienced Senior SQL Developer with strong expertise in database development, performance optimization, database architecture, and data archival strategies. The ideal candidate should have hands-on experience designing, developing, maintaining, and optimizing enterprise-scale database solutions across relational and NoSQL platforms. The role requires deep technical profici…",https://www.adzuna.in/land/ad/5737566606?se=EI6kpAtW8RGWQvEe2bTbLw&utm_medium=api&utm_source=f82dfe0b&v=4DD5FE069934686C5F70A3DB50C79A45ACF33914,IT Jobs,adzuna_api,data analyst,India,
ADZUNA_5737564415,2026-05-22T17:48:18Z,Mastek,Data Analyst,"Navi Mumbai, Maharashtra, India",full_time,,,,"Job Description: PMO/ Data Analyst (1–2 Years Experience) Role Overview We are seeking a highly motivated and detail-oriented Data Analyst with 1–2 years of experience to support data-driven decision-making across the organisation. The ideal candidate should possess strong analytical skills, excellent written and verbal communication skills with good command over the English language. proficiency in Excel-based data manipulation, Effective power-point decks and dashboard creation and the abilit…",https://www.adzuna.in/land/ad/5737564415?se=EI6kpAtW8RGWQvEe2bTbLw&utm_medium=api&utm_source=f82dfe0b&v=638822F9610005E690330E0E83911C6DCC6CAB22,IT Jobs,adzuna_api,data analyst,India,
ADZUNA_5737564271,2026-05-22T17:48:12Z,Etenico Technologies,Data Analyst,"Bangalore, Karnataka, India",Unknown,,,,"TProfile:Wholesale IFRS-9 Total experience:7 years Location: Bangalore (Remote), with a monthly on-site visit. Profile summary, Understanding of statistics, analytical concepts, modelling and analysis.  Knowledge and experience of model risk management regulations and guidance.  Knowledge and experience in Independent Validation is essential. Knowledge and experience of wider Model Risk Management framework and processes is beneficial.  Knowledge and experience in credit wholesale IFRS9 and …",https://www.adzuna.in/land/ad/5737564271?se=EI6kpAtW8RGWQvEe2bTbLw&utm_medium=api&utm_source=f82dfe0b&v=DD547CDC1240E96CFFA832ADF8BEB52F75BE9DFC,IT Jobs,adzuna_api,data analyst,India,
ADZUNA_5737564269,2026-05-22T17:48:12Z,Visy,Lead Automation & Reporting Analyst [T500-26073],"Hyderabad, Telangana, India",Unknown,,,,"About Visy: Visy is a family-owned Australian business and a global pioneer in sustainable packaging, recycling and logistics. They operate across 150 sites globally, including operations in Asia, Europe, and the USA, supported by a dedicated workforce of over 7,000 employees. It is Australia and New Zealand’s largest manufacturer of food and beverage packaging, made from household recycling. As Australia’s largest recycler, it processes 40% of Australian households recycling. Visy also support…",https://www.adzuna.in/land/ad/5737564269?se=EI6kpAtW8RGWQvEe2bTbLw&utm_medium=api&utm_source=f82dfe0b&v=28955CD6E71FE5EBB0DD8C27A091ACA6F46C563E,"Energy, Oil & Gas Jobs",adzuna_api,data analyst,India,
ADZUNA_5737564077,2026-05-22T17:48:03Z,ALIV - Regenerative Wellness,Data Manager,India,Unknown,,,,"ALIV Regenerative Wellness | Pune (primary) About the role ALIV is scaling across three cities, multiple revenue lines (IV therapies, peptides, autologous cell therapy, PRP, exosomes, supplementation), and multiple acquisition channels (Google Ads, Meta, GBP, organic, partnerships). The numbers are everywhere and the founder is currently the bottleneck on most of them. We're hiring a Data Analyst & Excel Expert to own the numbers layer of the business — marketing, clinical operations, financial…",https://www.adzuna.in/land/ad/5737564077?se=EI6kpAtW8RGWQvEe2bTbLw&utm_medium=api&utm_source=f82dfe0b&v=B64AD0EF780361CB6A61C684ABBA7250E12E0011,"PR, Advertising & Marketing Jobs",adzuna_api,data analyst,India,
ADZUNA_5737512817,2026-05-22T15:47:39Z,Blend360,Senior Power BI Engineer,India,Unknown,,,,"Job Description As a Senior BI Developer , you’ll turn raw data into stunning visual stories that spark action and drive decisions. Collaborate with clients, create jaw-dropping dashboards , and lead end-to-end BI projects that deliver real business value. If you’re passionate about transforming insights into impact, and thrive in a fast-paced, consulting-style environment — we want you on our team! We’re looking for someone with deep expertise in BI, SQL, and a strong knack for working across …",https://www.adzuna.in/details/5737512817?utm_medium=api&utm_source=f82dfe0b,IT Jobs,adzuna_api,data analyst,India,
ADZUNA_5737435636,2026-05-22T14:10:40Z,Infosys,Business Intelligence (BI) Administrator,"Hyderabad, Telangana, India",full_time,,,,"Bachelor’s degree in computer science, Information Technology, Data Science, or related field. Basic understanding of SQL and relational databases (e.g., SQL Server, MySQL, PostgreSQL). Familiarity with BI tools such as Power BI, Tableau, or Qlik (academic or project-based experience acceptable). Knowledge of data visualization concepts and ETL basics is a plus. Good analytical and problem-solving skills. Strong communication and willingness to learn new tools and technologies. Assist in instal…",https://www.adzuna.in/details/5737435636?utm_medium=api&utm_source=f82dfe0b,IT Jobs,adzuna_api,data analyst,India,
